Date,Category,Quantity
2022-04-08,Boots,1.0
2022-04-09,Boots,1.0
2022-04-10,Boots,0.0
2022-04-11,Boots,0.0
2022-04-12,Boots,1.0
2022-04-13,Boots,0.0
2022-04-14,Boots,1.0
2022-04-15,Boots,2.0
2022-04-16,Boots,1.0
2022-04-17,Boots,1.0
2022-04-18,Boots,3.0
2022-04-19,Boots,1.0
2022-04-20,Boots,1.0
2022-04-21,Boots,1.0
2022-04-22,Boots,0.0
2022-04-23,Boots,0.0
2022-04-24,Boots,0.0
2022-04-25,Boots,0.0
2022-04-26,Boots,1.0
2022-04-27,Boots,1.0
2022-04-28,Boots,0.0
2022-04-29,Boots,1.0
2022-04-30,Boots,1.0
2022-05-01,Boots,2.0
2022-05-02,Boots,0.0
2022-05-03,Boots,0.0
2022-05-04,Boots,2.0
2022-05-05,Boots,1.0
2022-05-06,Boots,1.0
2022-05-07,Boots,1.0
2022-05-08,Boots,0.0
2022-05-09,Boots,0.0
2022-05-10,Boots,0.0
2022-05-11,Boots,0.0
2022-05-12,Boots,1.0
2022-05-13,Boots,0.0
2022-05-14,Boots,0.0
2022-05-15,Boots,1.0
2022-05-16,Boots,0.0
2022-05-17,Boots,0.0
2022-05-18,Boots,0.0
2022-05-19,Boots,0.0
2022-05-20,Boots,2.0
2022-05-21,Boots,0.0
2022-05-22,Boots,0.0
2022-05-23,Boots,1.0
2022-05-24,Boots,1.0
2022-05-25,Boots,1.0
2022-05-26,Boots,1.0
2022-05-27,Boots,0.0
2022-05-28,Boots,0.0
2022-05-29,Boots,0.0
2022-05-30,Boots,2.0
2022-05-31,Boots,1.0
2022-06-01,Boots,0.0
2022-06-02,Boots,1.0
2022-06-03,Boots,1.0
2022-06-04,Boots,0.0
2022-06-05,Boots,0.0
2022-06-06,Boots,0.0
2022-06-07,Boots,0.0
2022-06-08,Boots,0.0
2022-06-09,Boots,1.0
2022-06-10,Boots,0.0
2022-06-11,Boots,3.0
2022-06-12,Boots,0.0
2022-06-13,Boots,0.0
2022-06-14,Boots,1.0
2022-06-15,Boots,0.0
2022-06-16,Boots,0.0
2022-06-17,Boots,2.0
2022-06-18,Boots,1.0
2022-06-19,Boots,0.0
2022-06-20,Boots,2.0
2022-06-21,Boots,0.0
2022-06-22,Boots,0.0
2022-06-23,Boots,1.0
2022-06-24,Boots,0.0
2022-06-25,Boots,1.0
2022-06-26,Boots,0.0
2022-06-27,Boots,2.0
2022-06-28,Boots,1.0
2022-06-29,Boots,0.0
2022-06-30,Boots,1.0
2022-07-01,Boots,1.0
2022-07-02,Boots,0.0
2022-07-03,Boots,2.0
2022-07-04,Boots,2.0
2022-07-05,Boots,0.0
2022-07-06,Boots,1.0
2022-07-07,Boots,0.0
2022-07-08,Boots,0.0
2022-07-09,Boots,0.0
2022-07-10,Boots,0.0
2022-07-11,Boots,1.0
2022-07-12,Boots,0.0
2022-07-13,Boots,2.0
2022-07-14,Boots,3.0
2022-07-15,Boots,0.0
2022-07-16,Boots,2.0
2022-07-17,Boots,0.0
2022-07-18,Boots,1.0
2022-07-19,Boots,1.0
2022-07-20,Boots,0.0
2022-07-21,Boots,1.0
2022-07-22,Boots,0.0
2022-07-23,Boots,0.0
2022-07-24,Boots,0.0
2022-07-25,Boots,1.0
2022-07-26,Boots,0.0
2022-07-27,Boots,0.0
2022-07-28,Boots,1.0
2022-07-29,Boots,1.0
2022-07-30,Boots,2.0
2022-07-31,Boots,2.0
2022-08-01,Boots,0.0
2022-08-02,Boots,1.0
2022-08-03,Boots,0.0
2022-08-04,Boots,3.0
2022-08-05,Boots,1.0
2022-08-06,Boots,0.0
2022-08-07,Boots,1.0
2022-08-08,Boots,2.0
2022-08-09,Boots,2.0
2022-08-10,Boots,0.0
2022-08-11,Boots,0.0
2022-08-12,Boots,4.0
2022-08-13,Boots,0.0
2022-08-14,Boots,0.0
2022-08-15,Boots,0.0
2022-08-16,Boots,0.0
2022-08-17,Boots,1.0
2022-08-18,Boots,1.0
2022-08-19,Boots,0.0
2022-08-20,Boots,0.0
2022-08-21,Boots,0.0
2022-08-22,Boots,0.0
2022-08-23,Boots,2.0
2022-08-24,Boots,0.0
2022-08-25,Boots,1.0
2022-08-26,Boots,0.0
2022-08-27,Boots,1.0
2022-08-28,Boots,0.0
2022-08-29,Boots,0.0
2022-08-30,Boots,4.0
2022-08-31,Boots,0.0
2022-09-01,Boots,0.0
2022-09-02,Boots,1.0
2022-09-03,Boots,2.0
2022-09-04,Boots,0.0
2022-09-05,Boots,1.0
2022-09-06,Boots,0.0
2022-09-07,Boots,0.0
2022-09-08,Boots,1.0
2022-09-09,Boots,0.0
2022-09-10,Boots,3.0
2022-09-11,Boots,0.0
2022-09-12,Boots,2.0
2022-09-13,Boots,1.0
2022-09-14,Boots,0.0
2022-09-15,Boots,5.0
2022-09-16,Boots,4.0
2022-09-17,Boots,1.0
2022-09-18,Boots,2.0
2022-09-19,Boots,1.0
2022-09-20,Boots,2.0
2022-09-21,Boots,1.0
2022-09-22,Boots,2.0
2022-09-23,Boots,0.0
2022-09-24,Boots,2.0
2022-09-25,Boots,1.0
2022-09-26,Boots,1.0
2022-09-27,Boots,1.0
2022-09-28,Boots,0.0
2022-09-29,Boots,1.0
2022-09-30,Boots,0.0
2022-10-01,Boots,0.0
2022-10-02,Boots,0.0
2022-10-03,Boots,3.0
2022-10-04,Boots,1.0
2022-10-05,Boots,2.0
2022-10-06,Boots,0.0
2022-10-07,Boots,0.0
2022-10-08,Boots,3.0
2022-10-09,Boots,1.0
2022-10-10,Boots,1.0
2022-10-11,Boots,0.0
2022-10-12,Boots,0.0
2022-10-13,Boots,1.0
2022-10-14,Boots,1.0
2022-10-15,Boots,3.0
2022-10-16,Boots,1.0
2022-10-17,Boots,0.0
2022-10-18,Boots,1.0
2022-10-19,Boots,0.0
2022-10-20,Boots,0.0
2022-10-21,Boots,0.0
2022-10-22,Boots,1.0
2022-10-23,Boots,1.0
2022-10-24,Boots,0.0
2022-10-25,Boots,0.0
2022-10-26,Boots,0.0
2022-10-27,Boots,0.0
2022-10-28,Boots,1.0
2022-10-29,Boots,1.0
2022-10-30,Boots,1.0
2022-10-31,Boots,0.0
2022-11-01,Boots,1.0
2022-11-02,Boots,1.0
2022-11-03,Boots,0.0
2022-11-04,Boots,0.0
2022-11-05,Boots,2.0
2022-11-06,Boots,0.0
2022-11-07,Boots,0.0
2022-11-08,Boots,0.0
2022-11-09,Boots,1.0
2022-11-10,Boots,0.0
2022-11-11,Boots,3.0
2022-11-12,Boots,1.0
2022-11-13,Boots,3.0
2022-11-14,Boots,1.0
2022-11-15,Boots,1.0
2022-11-16,Boots,1.0
2022-11-17,Boots,0.0
2022-11-18,Boots,0.0
2022-11-19,Boots,0.0
2022-11-20,Boots,0.0
2022-11-21,Boots,0.0
2022-11-22,Boots,2.0
2022-11-23,Boots,1.0
2022-11-24,Boots,1.0
2022-11-25,Boots,0.0
2022-11-26,Boots,1.0
2022-11-27,Boots,1.0
2022-11-28,Boots,1.0
2022-11-29,Boots,1.0
2022-11-30,Boots,1.0
2022-12-01,Boots,0.0
2022-12-02,Boots,1.0
2022-12-03,Boots,0.0
2022-12-04,Boots,1.0
2022-12-05,Boots,1.0
2022-12-06,Boots,1.0
2022-12-07,Boots,0.0
2022-12-08,Boots,0.0
2022-12-09,Boots,0.0
2022-12-10,Boots,0.0
2022-12-11,Boots,1.0
2022-12-12,Boots,1.0
2022-12-13,Boots,1.0
2022-12-14,Boots,1.0
2022-12-15,Boots,0.0
2022-12-16,Boots,0.0
2022-12-17,Boots,0.0
2022-12-18,Boots,0.0
2022-12-19,Boots,0.0
2022-12-20,Boots,0.0
2022-12-21,Boots,2.0
2022-12-22,Boots,0.0
2022-12-23,Boots,0.0
2022-12-24,Boots,0.0
2022-12-25,Boots,0.0
2022-12-26,Boots,1.0
2022-12-27,Boots,2.0
2022-12-28,Boots,0.0
2022-12-29,Boots,0.0
2022-12-30,Boots,0.0
2022-12-31,Boots,0.0
2023-01-01,Boots,0.0
2023-01-02,Boots,1.0
2023-01-03,Boots,0.0
2023-01-04,Boots,0.0
2023-01-05,Boots,3.0
2023-01-06,Boots,0.0
2023-01-07,Boots,1.0
2023-01-08,Boots,0.0
2023-01-09,Boots,1.0
2023-01-10,Boots,0.0
2023-01-11,Boots,2.0
2023-01-12,Boots,0.0
2023-01-13,Boots,1.0
2023-01-14,Boots,2.0
2023-01-15,Boots,1.0
2023-01-16,Boots,2.0
2023-01-17,Boots,0.0
2023-01-18,Boots,1.0
2023-01-19,Boots,0.0
2023-01-20,Boots,0.0
2023-01-21,Boots,0.0
2023-01-22,Boots,0.0
2023-01-23,Boots,0.0
2023-01-24,Boots,2.0
2023-01-25,Boots,1.0
2023-01-26,Boots,0.0
2023-01-27,Boots,3.0
2023-01-28,Boots,1.0
2023-01-29,Boots,0.0
2023-01-30,Boots,2.0
2023-01-31,Boots,0.0
2023-02-01,Boots,0.0
2023-02-02,Boots,1.0
2023-02-03,Boots,0.0
2023-02-04,Boots,0.0
2023-02-05,Boots,1.0
2023-02-06,Boots,1.0
2023-02-07,Boots,0.0
2023-02-08,Boots,1.0
2023-02-09,Boots,1.0
2023-02-10,Boots,1.0
2023-02-11,Boots,0.0
2023-02-12,Boots,0.0
2023-02-13,Boots,1.0
2023-02-14,Boots,1.0
2023-02-15,Boots,1.0
2023-02-16,Boots,0.0
2023-02-17,Boots,1.0
2023-02-18,Boots,0.0
2023-02-19,Boots,1.0
2023-02-20,Boots,0.0
2023-02-21,Boots,0.0
2023-02-22,Boots,1.0
2023-02-23,Boots,0.0
2023-02-24,Boots,0.0
2023-02-25,Boots,1.0
2023-02-26,Boots,0.0
2023-02-27,Boots,1.0
2023-02-28,Boots,0.0
2023-03-01,Boots,0.0
2023-03-02,Boots,0.0
2023-03-03,Boots,0.0
2023-03-04,Boots,0.0
2023-03-05,Boots,0.0
2023-03-06,Boots,0.0
2023-03-07,Boots,1.0
2023-03-08,Boots,1.0
2023-03-09,Boots,0.0
2023-03-10,Boots,0.0
2023-03-11,Boots,1.0
2023-03-12,Boots,0.0
2023-03-13,Boots,0.0
2023-03-14,Boots,4.0
2023-03-15,Boots,1.0
2023-03-16,Boots,1.0
2023-03-17,Boots,0.0
2023-03-18,Boots,0.0
2023-03-19,Boots,2.0
2023-03-20,Boots,1.0
2023-03-21,Boots,0.0
2023-03-22,Boots,0.0
2023-03-23,Boots,2.0
2023-03-24,Boots,1.0
2023-03-25,Boots,3.0
2023-03-26,Boots,0.0
2023-03-27,Boots,0.0
2023-03-28,Boots,0.0
2023-03-29,Boots,1.0
2023-03-30,Boots,1.0
2023-03-31,Boots,1.0
2023-04-01,Boots,1.0
2023-04-02,Boots,0.0
2023-04-03,Boots,0.0
2023-04-04,Boots,0.0
2023-04-05,Boots,1.0
2023-04-06,Boots,1.0
2023-04-07,Boots,1.0
2023-04-08,Boots,0.0
2023-04-09,Boots,1.0
2023-04-10,Boots,0.0
2023-04-11,Boots,0.0
2023-04-12,Boots,0.0
2023-04-13,Boots,0.0
2023-04-14,Boots,0.0
2023-04-15,Boots,0.0
2023-04-16,Boots,1.0
2023-04-17,Boots,1.0
2023-04-18,Boots,1.0
2023-04-19,Boots,1.0
2023-04-20,Boots,0.0
2023-04-21,Boots,1.0
2023-04-22,Boots,0.0
2023-04-23,Boots,1.0
2023-04-24,Boots,0.0
2023-04-25,Boots,0.0
2023-04-26,Boots,1.0
2023-04-27,Boots,1.0
2023-04-28,Boots,2.0
2023-04-29,Boots,1.0
2023-04-30,Boots,0.0
2023-05-01,Boots,0.0
2023-05-02,Boots,0.0
2023-05-03,Boots,0.0
2023-05-04,Boots,0.0
2023-05-05,Boots,0.0
2023-05-06,Boots,0.0
2023-05-07,Boots,0.0
2023-05-08,Boots,2.0
2023-05-09,Boots,0.0
2023-05-10,Boots,1.0
2023-05-11,Boots,0.0
2023-05-12,Boots,0.0
2023-05-13,Boots,0.0
2023-05-14,Boots,1.0
2023-05-15,Boots,0.0
2023-05-16,Boots,1.0
2023-05-17,Boots,2.0
2023-05-18,Boots,1.0
2023-05-19,Boots,0.0
2023-05-20,Boots,1.0
2023-05-21,Boots,2.0
2023-05-22,Boots,0.0
2023-05-23,Boots,0.0
2023-05-24,Boots,0.0
2023-05-25,Boots,0.0
2023-05-26,Boots,0.0
2023-05-27,Boots,2.0
2023-05-28,Boots,0.0
2023-05-29,Boots,0.0
2023-05-30,Boots,0.0
2023-05-31,Boots,0.0
2023-06-01,Boots,2.0
2023-06-02,Boots,0.0
2023-06-03,Boots,1.0
2023-06-04,Boots,0.0
2023-06-05,Boots,0.0
2023-06-06,Boots,0.0
2023-06-07,Boots,0.0
2023-06-08,Boots,4.0
2023-06-09,Boots,4.0
2023-06-10,Boots,0.0
2023-06-11,Boots,0.0
2023-06-12,Boots,1.0
2023-06-13,Boots,0.0
2023-06-14,Boots,2.0
2023-06-15,Boots,1.0
2023-06-16,Boots,0.0
2023-06-17,Boots,0.0
2023-06-18,Boots,0.0
2023-06-19,Boots,1.0
2023-06-20,Boots,0.0
2023-06-21,Boots,2.0
2023-06-22,Boots,3.0
2023-06-23,Boots,1.0
2023-06-24,Boots,1.0
2023-06-25,Boots,0.0
2023-06-26,Boots,2.0
2023-06-27,Boots,2.0
2023-06-28,Boots,1.0
2023-06-29,Boots,0.0
2023-06-30,Boots,1.0
2023-07-01,Boots,0.0
2023-07-02,Boots,2.0
2023-07-03,Boots,1.0
2023-07-04,Boots,1.0
2023-07-05,Boots,1.0
2023-07-06,Boots,2.0
2023-07-07,Boots,1.0
2023-07-08,Boots,0.0
2023-07-09,Boots,0.0
2023-07-10,Boots,0.0
2023-07-11,Boots,0.0
2023-07-12,Boots,0.0
2023-07-13,Boots,1.0
2023-07-14,Boots,0.0
2023-07-15,Boots,1.0
2023-07-16,Boots,2.0
2023-07-17,Boots,0.0
2023-07-18,Boots,2.0
2023-07-19,Boots,2.0
2023-07-20,Boots,1.0
2023-07-21,Boots,1.0
2023-07-22,Boots,0.0
2023-07-23,Boots,1.0
2023-07-24,Boots,2.0
2023-07-25,Boots,0.0
2023-07-26,Boots,0.0
2023-07-27,Boots,0.0
2023-07-28,Boots,0.0
2023-07-29,Boots,2.0
2023-07-30,Boots,1.0
2023-07-31,Boots,0.0
2023-08-01,Boots,1.0
2023-08-02,Boots,1.0
2023-08-03,Boots,0.0
2023-08-04,Boots,1.0
2023-08-05,Boots,1.0
2023-08-06,Boots,3.0
2023-08-07,Boots,0.0
2023-08-08,Boots,1.0
2023-08-09,Boots,2.0
2023-08-10,Boots,0.0
2023-08-11,Boots,0.0
2023-08-12,Boots,1.0
2023-08-13,Boots,1.0
2023-08-14,Boots,1.0
2023-08-15,Boots,3.0
2023-08-16,Boots,3.0
2023-08-17,Boots,0.0
2023-08-18,Boots,2.0
2023-08-19,Boots,0.0
2023-08-20,Boots,2.0
2023-08-21,Boots,1.0
2023-08-22,Boots,1.0
2023-08-23,Boots,1.0
2023-08-24,Boots,1.0
2023-08-25,Boots,0.0
2023-08-26,Boots,1.0
2023-08-27,Boots,2.0
2023-08-28,Boots,0.0
2023-08-29,Boots,0.0
2023-08-30,Boots,1.0
2023-08-31,Boots,3.0
2023-09-01,Boots,2.0
2023-09-02,Boots,0.0
2023-09-03,Boots,0.0
2023-09-04,Boots,0.0
2023-09-05,Boots,2.0
2023-09-06,Boots,2.0
2023-09-07,Boots,0.0
2023-09-08,Boots,0.0
2023-09-09,Boots,0.0
2023-09-10,Boots,2.0
2023-09-11,Boots,0.0
2023-09-12,Boots,1.0
2023-09-13,Boots,1.0
2023-09-14,Boots,0.0
2023-09-15,Boots,1.0
2023-09-16,Boots,1.0
2023-09-17,Boots,1.0
2023-09-18,Boots,0.0
2023-09-19,Boots,2.0
2023-09-20,Boots,0.0
2023-09-21,Boots,1.0
2023-09-22,Boots,0.0
2023-09-23,Boots,0.0
2023-09-24,Boots,0.0
2023-09-25,Boots,0.0
2023-09-26,Boots,3.0
2023-09-27,Boots,1.0
2023-09-28,Boots,2.0
2023-09-29,Boots,0.0
2023-09-30,Boots,2.0
2023-10-01,Boots,1.0
2023-10-02,Boots,0.0
2023-10-03,Boots,2.0
2023-10-04,Boots,0.0
2023-10-05,Boots,1.0
2023-10-06,Boots,2.0
2023-10-07,Boots,0.0
2023-10-08,Boots,3.0
2023-10-09,Boots,1.0
2023-10-10,Boots,2.0
2023-10-11,Boots,0.0
2023-10-12,Boots,1.0
2023-10-13,Boots,2.0
2023-10-14,Boots,0.0
